"rt","correct","stimulus","key_press","keys","symptom1","symptom2","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"null","false","rash,headache","null","90,76","A","B","90","common","training","1","true","1","categorize-html","4","148715","0.0-4.0-0.0","dr3dean43","202202611","none"
"2233.5999999046326","false","headache,rash","32","90,76","B","A","90","common","training","2","true","1","categorize-html","6","151960","0.0-4.0-2.0","dr3dean43","202202611","none"
"2065.5","false","rash,headache","32","90,76","A","B","90","common","training","3","true","1","categorize-html","8","155046","0.0-4.0-4.0","dr3dean43","202202611","none"
"2062.2000000476837","false","rash,headache","32","90,76","A","B","90","common","training","4","true","1","categorize-html","10","158123","0.0-4.0-6.0","dr3dean43","202202611","none"
"2951.7000000476837","false","rash,fever","32","90,76","A","C","76","rare","training","5","true","1","categorize-html","12","162085","0.0-4.0-8.0","dr3dean43","202202611","none"
"2650.9000000953674","false","headache,rash","32","90,76","B","A","90","common","training","6","true","1","categorize-html","14","165754","0.0-4.0-10.0","dr3dean43","202202611","none"
"2106.100000143051","false","headache,rash","32","90,76","B","A","90","common","training","7","true","1","categorize-html","16","168874","0.0-4.0-12.0","dr3dean43","202202611","none"
"2780.7999999523163","false","fever,rash","32","90,76","C","A","76","rare","training","8","true","1","categorize-html","18","172676","0.0-4.0-14.0","dr3dean43","202202611","none"
"3083.2999999523163","false","rash,headache","32","90,76","A","B","90","common","training","9","true","2","categorize-html","21","181581","0.0-4.0-17.0","dr3dean43","202202611","none"
"2280.0999999046326","false","headache,rash","32","90,76","B","A","90","common","training","10","true","2","categorize-html","23","184878","0.0-4.0-19.0","dr3dean43","202202611","none"
"2134.4000000953674","false","rash,fever","32","90,76","A","C","76","rare","training","11","true","2","categorize-html","25","188034","0.0-4.0-21.0","dr3dean43","202202611","none"
"2002.5999999046326","false","fever,rash","32","90,76","C","A","76","rare","training","12","true","2","categorize-html","27","191054","0.0-4.0-23.0","dr3dean43","202202611","none"
"2555.0999999046326","false","headache,rash","32","90,76","B","A","90","common","training","13","true","2","categorize-html","29","194632","0.0-4.0-25.0","dr3dean43","202202611","none"
"2224.600000143051","false","rash,headache","32","90,76","A","B","90","common","training","14","true","2","categorize-html","31","197872","0.0-4.0-27.0","dr3dean43","202202611","none"
"2250.2000000476837","false","headache,rash","32","90,76","B","A","90","common","training","15","true","2","categorize-html","33","201149","0.0-4.0-29.0","dr3dean43","202202611","none"
"2154","false","rash,headache","32","90,76","A","B","90","common","training","16","true","2","categorize-html","35","204320","0.0-4.0-31.0","dr3dean43","202202611","none"
"3739.5","false","rash","90","90,76","A","","","","test","1","true","","categorize-html","39","250682","0.0-6.0-0.0","dr3dean43","202202611","common"
"2912.800000190735","false","rash,fever","76","90,76","A","C","","","test","2","true","","categorize-html","41","255119","0.0-6.0-2.0","dr3dean43","202202611","rare"
"1643.1000001430511","false","headache","90","90,76","B","","","","test","3","true","","categorize-html","43","258275","0.0-6.0-4.0","dr3dean43","202202611","common"
"1079.1000001430511","false","fever","76","90,76","C","","","","test","4","true","","categorize-html","45","260887","0.0-6.0-6.0","dr3dean43","202202611","rare"
"2402.2000000476837","false","rash","90","90,76","A","","","","test","5","true","","categorize-html","47","264801","0.0-6.0-8.0","dr3dean43","202202611","common"
"4138.099999904633","false","fever,headache","76","90,76","C","B","","","test","6","true","","categorize-html","49","270466","0.0-6.0-10.0","dr3dean43","202202611","rare"
"2006.4000000953674","false","headache,fever","76","90,76","B","C","","","test","7","true","","categorize-html","51","273991","0.0-6.0-12.0","dr3dean43","202202611","rare"
"1281.8999998569489","false","headache,rash","90","90,76","B","A","","","test","8","true","","categorize-html","53","276800","0.0-6.0-14.0","dr3dean43","202202611","common"
"1400.2999999523163","false","rash,headache","90","90,76","A","B","","","test","9","true","","categorize-html","55","279718","0.0-6.0-16.0","dr3dean43","202202611","common"
"1491.9000000953674","false","fever,rash","90","90,76","C","A","","","test","10","true","","categorize-html","57","282721","0.0-6.0-18.0","dr3dean43","202202611","common"
"5304.299999952316","false","headache","90","90,76","B","","","","test","11","true","","categorize-html","59","289556","0.0-6.0-20.0","dr3dean43","202202611","common"
"3574.800000190735","false","fever","76","90,76","C","","","","test","12","true","","categorize-html","61","294654","0.0-6.0-22.0","dr3dean43","202202611","rare"
"3932.7999999523163","false","fever,headache","76","90,76","C","B","","","test","13","true","","categorize-html","63","300120","0.0-6.0-24.0","dr3dean43","202202611","rare"
"3961.2999999523163","false","fever,rash","90","90,76","C","A","","","test","14","true","","categorize-html","65","305606","0.0-6.0-26.0","dr3dean43","202202611","common"
