"rt","correct","stimulus","key_press","keys","symptom1","symptom2","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"4958.699999988079","false","fever,rash","32","76,90","C","A","90","rare","training","1","true","1","categorize-html","4","149777","0.0-4.0-0.0","sh3223un","20220319","none"
"4178.5","false","rash,fever","32","76,90","A","C","90","rare","training","2","true","1","categorize-html","6","154961","0.0-4.0-2.0","sh3223un","20220319","none"
"4120.199999988079","false","headache,rash","32","76,90","B","A","76","common","training","3","true","1","categorize-html","8","160085","0.0-4.0-4.0","sh3223un","20220319","none"
"3829.800000011921","false","headache,rash","32","76,90","B","A","76","common","training","4","true","1","categorize-html","10","164920","0.0-4.0-6.0","sh3223un","20220319","none"
"3160.2999999821186","false","headache,rash","32","76,90","B","A","76","common","training","5","true","1","categorize-html","12","169085","0.0-4.0-8.0","sh3223un","20220319","none"
"1941.7999999821186","false","rash,headache","32","76,90","A","B","76","common","training","6","true","1","categorize-html","14","172031","0.0-4.0-10.0","sh3223un","20220319","none"
"3505.7000000178814","false","rash,headache","32","76,90","A","B","76","common","training","7","true","1","categorize-html","16","176540","0.0-4.0-12.0","sh3223un","20220319","none"
"3112","false","rash,headache","32","76,90","A","B","76","common","training","8","true","1","categorize-html","18","180655","0.0-4.0-14.0","sh3223un","20220319","none"
"2776.300000011921","false","headache,rash","32","76,90","B","A","76","common","training","9","true","2","categorize-html","21","189266","0.0-4.0-17.0","sh3223un","20220319","none"
"null","false","rash,headache","null","76,90","A","B","76","common","training","10","true","2","categorize-html","23","195272","0.0-4.0-19.0","sh3223un","20220319","none"
"1381.4000000059605","false","rash,headache","32","76,90","A","B","76","common","training","11","true","2","categorize-html","25","197658","0.0-4.0-21.0","sh3223un","20220319","none"
"2306.0999999940395","false","rash,fever","32","76,90","A","C","90","rare","training","12","true","2","categorize-html","27","200970","0.0-4.0-23.0","sh3223un","20220319","none"
"null","false","headache,rash","null","76,90","B","A","76","common","training","13","true","2","categorize-html","29","206975","0.0-4.0-25.0","sh3223un","20220319","none"
"3829.2000000178814","false","headache,rash","32","76,90","B","A","76","common","training","14","true","2","categorize-html","31","211810","0.0-4.0-27.0","sh3223un","20220319","none"
"2982.0999999940395","false","rash,headache","32","76,90","A","B","76","common","training","15","true","2","categorize-html","33","215796","0.0-4.0-29.0","sh3223un","20220319","none"
