"rt","correct","stimulus","key_press","keys","symptom1","symptom2","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"null","false","rash,headache","null","76,90","A","B","76","common","training","1","true","1","categorize-html","4","89809","0.0-4.0-0.0","75568","20222311","none"
"null","false","rash,headache","null","76,90","A","B","76","common","training","2","true","1","categorize-html","6","95842","0.0-4.0-2.0","75568","20222311","none"
"3831.7999999523163","false","headache,rash","32","76,90","B","A","76","common","training","3","true","1","categorize-html","8","100680","0.0-4.0-4.0","75568","20222311","none"
"4081.7999999523163","false","rash,fever","32","76,90","A","C","90","rare","training","4","true","1","categorize-html","10","105781","0.0-4.0-6.0","75568","20222311","none"
"null","false","fever,rash","null","76,90","C","A","90","rare","training","5","true","1","categorize-html","12","111801","0.0-4.0-8.0","75568","20222311","none"
"2763.7000000476837","false","headache,rash","32","76,90","B","A","76","common","training","6","true","1","categorize-html","14","115591","0.0-4.0-10.0","75568","20222311","none"
"2158","false","rash,headache","32","76,90","A","B","76","common","training","7","true","1","categorize-html","16","118772","0.0-4.0-12.0","75568","20222311","none"
"2511.100000143051","false","headache,rash","32","76,90","B","A","76","common","training","8","true","1","categorize-html","18","122309","0.0-4.0-14.0","75568","20222311","none"
"2340.100000143051","false","headache,rash","32","76,90","B","A","76","common","training","9","true","2","categorize-html","21","129360","0.0-4.0-17.0","75568","20222311","none"
"1902.0999999046326","false","headache,rash","32","76,90","B","A","76","common","training","10","true","2","categorize-html","23","132276","0.0-4.0-19.0","75568","20222311","none"
"1829.1999998092651","false","rash,fever","32","76,90","A","C","90","rare","training","11","true","2","categorize-html","25","135137","0.0-4.0-21.0","75568","20222311","none"
"1780.3000001907349","false","rash,headache","32","76,90","A","B","76","common","training","12","true","2","categorize-html","27","137935","0.0-4.0-23.0","75568","20222311","none"
"2194.0999999046326","false","rash,headache","32","76,90","A","B","76","common","training","13","true","2","categorize-html","29","141158","0.0-4.0-25.0","75568","20222311","none"
"1381.1000001430511","false","fever,rash","32","76,90","C","A","90","rare","training","14","true","2","categorize-html","31","143549","0.0-4.0-27.0","75568","20222311","none"
"1862.2999999523163","false","headache,rash","32","76,90","B","A","76","common","training","15","true","2","categorize-html","33","146436","0.0-4.0-29.0","75568","20222311","none"
"1558.7000000476837","false","rash,headache","32","76,90","A","B","76","common","training","16","true","2","categorize-html","35","149006","0.0-4.0-31.0","75568","20222311","none"
"4314","false","headache,rash","32","76,90","B","A","76","common","training","17","true","3","categorize-html","38","166403","0.0-4.0-34.0","75568","20222311","none"
"2912.0999999046326","false","fever,rash","32","76,90","C","A","90","rare","training","18","true","3","categorize-html","40","170335","0.0-4.0-36.0","75568","20222311","none"
"2009.6999998092651","false","rash,headache","32","76,90","A","B","76","common","training","19","true","3","categorize-html","42","173372","0.0-4.0-38.0","75568","20222311","none"
"997","false","headache,rash","32","76,90","B","A","76","common","training","20","true","3","categorize-html","44","175376","0.0-4.0-40.0","75568","20222311","none"
"1023.5","false","rash,headache","32","76,90","A","B","76","common","training","21","true","3","categorize-html","46","177421","0.0-4.0-42.0","75568","20222311","none"
"1960.2000000476837","false","headache,rash","32","76,90","B","A","76","common","training","22","true","3","categorize-html","48","180401","0.0-4.0-44.0","75568","20222311","none"
"1292.4000000953674","false","rash,fever","32","76,90","A","C","90","rare","training","23","true","3","categorize-html","50","182713","0.0-4.0-46.0","75568","20222311","none"
"1292.5","false","rash,headache","32","76,90","A","B","76","common","training","24","true","3","categorize-html","52","185020","0.0-4.0-48.0","75568","20222311","none"
"4371.900000095367","false","headache,fever","90","76,90","B","C","","","test","1","true","","categorize-html","56","215240","0.0-6.0-0.0","75568","20222311","rare"
"1823.7999999523163","false","fever","90","76,90","C","","","","test","2","true","","categorize-html","58","218574","0.0-6.0-2.0","75568","20222311","rare"
"1988.9000000953674","false","headache,rash","76","76,90","B","A","","","test","3","true","","categorize-html","60","222081","0.0-6.0-4.0","75568","20222311","common"
"6644.299999952316","false","rash","76","76,90","A","","","","test","4","true","","categorize-html","62","230245","0.0-6.0-6.0","75568","20222311","common"
"928.3999998569489","false","fever","90","76,90","C","","","","test","5","true","","categorize-html","64","232693","0.0-6.0-8.0","75568","20222311","rare"
"3808.4000000953674","false","fever,headache","90","76,90","C","B","","","test","6","true","","categorize-html","66","238026","0.0-6.0-10.0","75568","20222311","rare"
"2081","false","rash,headache","76","76,90","A","B","","","test","7","true","","categorize-html","68","241629","0.0-6.0-12.0","75568","20222311","common"
"1938.8999998569489","false","headache","76","76,90","B","","","","test","8","true","","categorize-html","70","245081","0.0-6.0-14.0","75568","20222311","common"
"1125.1000001430511","false","rash","90","76,90","A","","","","test","9","true","","categorize-html","72","247726","0.0-6.0-16.0","75568","20222311","rare"
"4334.300000190735","false","rash,fever","90","76,90","A","C","","","test","10","true","","categorize-html","74","253580","0.0-6.0-18.0","75568","20222311","rare"
"1063.1000001430511","false","headache","76","76,90","B","","","","test","11","true","","categorize-html","76","256164","0.0-6.0-20.0","75568","20222311","common"
"1997.3999998569489","false","fever,rash","90","76,90","C","A","","","test","12","true","","categorize-html","78","259672","0.0-6.0-22.0","75568","20222311","rare"
"1027.3000001907349","false","rash","76","76,90","A","","","","test","13","true","","categorize-html","80","262214","0.0-6.0-24.0","75568","20222311","common"
"2006.0999999046326","false","fever,headache","90","76,90","C","B","","","test","14","true","","categorize-html","82","265745","0.0-6.0-26.0","75568","20222311","rare"
"1536.9000000953674","false","headache","76","76,90","B","","","","test","15","true","","categorize-html","84","268800","0.0-6.0-28.0","75568","20222311","common"
"1763","false","rash,headache","76","76,90","A","B","","","test","16","true","","categorize-html","86","272093","0.0-6.0-30.0","75568","20222311","common"
"799.2000000476837","false","fever","90","76,90","C","","","","test","17","true","","categorize-html","88","274409","0.0-6.0-32.0","75568","20222311","rare"
"1229.7000000476837","false","fever","90","76,90","C","","","","test","18","true","","categorize-html","90","277163","0.0-6.0-34.0","75568","20222311","rare"
"4682.200000047684","false","headache,rash","76","76,90","B","A","","","test","19","true","","categorize-html","92","283366","0.0-6.0-36.0","75568","20222311","common"
"899.6000001430511","false","rash,fever","90","76,90","A","C","","","test","20","true","","categorize-html","94","285775","0.0-6.0-38.0","75568","20222311","rare"
"981.0999999046326","false","headache,fever","90","76,90","B","C","","","test","21","true","","categorize-html","96","288278","0.0-6.0-40.0","75568","20222311","rare"
"825.2000000476837","false","headache","76","76,90","B","","","","test","22","true","","categorize-html","98","290636","0.0-6.0-42.0","75568","20222311","common"
"1283.7000000476837","false","rash","90","76,90","A","","","","test","23","true","","categorize-html","100","293444","0.0-6.0-44.0","75568","20222311","rare"
"1113.2000000476837","false","fever,rash","90","76,90","C","A","","","test","24","true","","categorize-html","102","296074","0.0-6.0-46.0","75568","20222311","rare"
"1649.5","false","rash,fever","90","76,90","A","C","","","test","25","true","","categorize-html","105","302362","0.0-6.0-49.0","75568","20222311","rare"
"2329.4000000953674","false","rash","90","76,90","A","","","","test","26","true","","categorize-html","107","306198","0.0-6.0-51.0","75568","20222311","rare"
"718.5999999046326","false","headache,rash","76","76,90","B","A","","","test","27","true","","categorize-html","109","308447","0.0-6.0-53.0","75568","20222311","common"
