"rt","correct","stimulus","key_press","keys","symptom1","symptom2","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"null","false","rash,fever","null","76,90","A","B","76","common","training","1","true","1","categorize-html","4","1420537","0.0-4.0-0.0","76135","20222214","none"
"null","false","fever,rash","null","76,90","B","A","76","common","training","2","true","1","categorize-html","6","1426579","0.0-4.0-2.0","76135","20222214","none"
"4779.199999928474","false","headache,rash","32","76,90","C","A","90","rare","training","3","true","1","categorize-html","8","1432375","0.0-4.0-4.0","76135","20222214","none"
"3822.600000023842","false","rash,headache","32","76,90","A","C","90","rare","training","4","true","1","categorize-html","10","1437224","0.0-4.0-6.0","76135","20222214","none"
"3757.2999999523163","false","fever,rash","32","76,90","B","A","76","common","training","5","true","1","categorize-html","12","1442001","0.0-4.0-8.0","76135","20222214","none"
"2652.899999976158","false","rash,fever","32","76,90","A","B","76","common","training","6","true","1","categorize-html","14","1445665","0.0-4.0-10.0","76135","20222214","none"
"2276.7000000476837","false","rash,fever","32","76,90","A","B","76","common","training","7","true","1","categorize-html","16","1448975","0.0-4.0-12.0","76135","20222214","none"
"1924.8999999761581","false","fever,rash","32","76,90","B","A","76","common","training","8","true","1","categorize-html","18","1451928","0.0-4.0-14.0","76135","20222214","none"
"4142.699999928474","false","rash,headache","32","76,90","A","C","90","rare","training","9","true","2","categorize-html","21","1461946","0.0-4.0-17.0","76135","20222214","none"
"4086.600000023842","false","rash,fever","32","76,90","A","B","76","common","training","10","true","2","categorize-html","23","1467044","0.0-4.0-19.0","76135","20222214","none"
"2441.600000023842","false","rash,fever","32","76,90","A","B","76","common","training","11","true","2","categorize-html","25","1470501","0.0-4.0-21.0","76135","20222214","none"
"2037.5","false","rash,fever","32","76,90","A","B","76","common","training","12","true","2","categorize-html","27","1473556","0.0-4.0-23.0","76135","20222214","none"
"1880.3999999761581","false","fever,rash","32","76,90","B","A","76","common","training","13","true","2","categorize-html","29","1476459","0.0-4.0-25.0","76135","20222214","none"
"2048.2000000476837","false","fever,rash","32","76,90","B","A","76","common","training","14","true","2","categorize-html","31","1479535","0.0-4.0-27.0","76135","20222214","none"
"null","false","fever,rash","null","76,90","B","A","76","common","training","15","true","2","categorize-html","33","1485562","0.0-4.0-29.0","76135","20222214","none"
"3259.2999999523163","false","headache,rash","32","76,90","C","A","90","rare","training","16","true","2","categorize-html","35","1489844","0.0-4.0-31.0","76135","20222214","none"
"4206.600000023842","false","fever,headache","90","76,90","B","C","","","test","1","true","","categorize-html","39","1520467","0.0-6.0-0.0","76135","20222214","rare"
"2411.600000023842","false","fever","76","76,90","B","","","","test","2","true","","categorize-html","41","1524394","0.0-6.0-2.0","76135","20222214","common"
"3115.8000000715256","false","headache,rash","90","76,90","C","A","","","test","3","true","","categorize-html","43","1529026","0.0-6.0-4.0","76135","20222214","rare"
"1304.6999999284744","false","rash,headache","90","76,90","A","C","","","test","4","true","","categorize-html","45","1531838","0.0-6.0-6.0","76135","20222214","rare"
"1581.7000000476837","false","fever,rash","76","76,90","B","A","","","test","5","true","","categorize-html","47","1534932","0.0-6.0-8.0","76135","20222214","common"
"1703.8000000715256","false","rash,fever","76","76,90","A","B","","","test","6","true","","categorize-html","49","1538164","0.0-6.0-10.0","76135","20222214","common"
"1969.8999999761581","false","headache","90","76,90","C","","","","test","7","true","","categorize-html","51","1541645","0.0-6.0-12.0","76135","20222214","rare"
"1023.9000000953674","false","headache","90","76,90","C","","","","test","8","true","","categorize-html","53","1544181","0.0-6.0-14.0","76135","20222214","rare"
"1846.8999999761581","false","fever","90","76,90","B","","","","test","9","true","","categorize-html","55","1547534","0.0-6.0-16.0","76135","20222214","rare"
"3867.899999976158","false","headache,fever","76","76,90","C","B","","","test","10","true","","categorize-html","57","1552921","0.0-6.0-18.0","76135","20222214","common"
"2350","false","rash","90","76,90","A","","","","test","11","true","","categorize-html","59","1556783","0.0-6.0-20.0","76135","20222214","rare"
"1284.8000000715256","false","rash","76","76,90","A","","","","test","12","true","","categorize-html","61","1559584","0.0-6.0-22.0","76135","20222214","common"
"938.8999999761581","false","rash","76","76,90","A","","","","test","13","true","","categorize-html","63","1562042","0.0-6.0-24.0","76135","20222214","common"
"1813.5999999046326","false","rash,fever","76","76,90","A","B","","","test","14","true","","categorize-html","65","1565376","0.0-6.0-26.0","76135","20222214","common"
"645.7999999523163","false","headache","90","76,90","C","","","","test","15","true","","categorize-html","67","1567536","0.0-6.0-28.0","76135","20222214","rare"
"712.0999999046326","false","headache,rash","90","76,90","C","A","","","test","16","true","","categorize-html","69","1569765","0.0-6.0-30.0","76135","20222214","rare"
"822.8999999761581","false","fever","76","76,90","B","","","","test","17","true","","categorize-html","71","1572116","0.0-6.0-32.0","76135","20222214","common"
"741.5","false","fever,headache","76","76,90","B","C","","","test","18","true","","categorize-html","73","1574381","0.0-6.0-34.0","76135","20222214","common"
"604.8999999761581","false","headache","90","76,90","C","","","","test","19","true","","categorize-html","75","1576511","0.0-6.0-36.0","76135","20222214","rare"
"1426.7999999523163","false","fever","76","76,90","B","","","","test","20","true","","categorize-html","77","1579451","0.0-6.0-38.0","76135","20222214","common"
"1850.7000000476837","false","rash,headache","90","76,90","A","C","","","test","21","true","","categorize-html","79","1582826","0.0-6.0-40.0","76135","20222214","rare"
"625.6000000238419","false","fever,rash","90","76,90","B","A","","","test","22","true","","categorize-html","81","1584975","0.0-6.0-42.0","76135","20222214","rare"
"639.8999999761581","false","rash","76","76,90","A","","","","test","23","true","","categorize-html","83","1587134","0.0-6.0-44.0","76135","20222214","common"
"3009.399999976158","false","headache,fever","90","76,90","C","B","","","test","24","true","","categorize-html","85","1591671","0.0-6.0-46.0","76135","20222214","rare"
"1383.6999999284744","false","headache,rash","90","76,90","C","A","","","test","25","true","","categorize-html","88","1599599","0.0-6.0-49.0","76135","20222214","rare"
"1113.8000000715256","false","rash","76","76,90","A","","","","test","26","true","","categorize-html","90","1602243","0.0-6.0-51.0","76135","20222214","common"
"802.3999999761581","false","rash","76","76,90","A","","","","test","27","true","","categorize-html","92","1604561","0.0-6.0-53.0","76135","20222214","common"
"866.2000000476837","false","headache","90","76,90","C","","","","test","28","true","","categorize-html","94","1606944","0.0-6.0-55.0","76135","20222214","rare"
"833.7000000476837","false","rash,headache","90","76,90","A","C","","","test","29","true","","categorize-html","96","1609299","0.0-6.0-57.0","76135","20222214","rare"
"1019.0999999046326","false","rash,fever","76","76,90","A","B","","","test","30","true","","categorize-html","98","1611851","0.0-6.0-59.0","76135","20222214","common"
"1519.0999999046326","false","headache,fever","76","76,90","C","B","","","test","31","true","","categorize-html","100","1614883","0.0-6.0-61.0","76135","20222214","common"
"1112.2999999523163","false","fever,rash","76","76,90","B","A","","","test","32","true","","categorize-html","102","1617516","0.0-6.0-63.0","76135","20222214","common"
"1318.7000000476837","false","fever","76","76,90","B","","","","test","33","true","","categorize-html","104","1620349","0.0-6.0-65.0","76135","20222214","common"
"570.1999999284744","false","fever","76","76,90","B","","","","test","34","true","","categorize-html","106","1622442","0.0-6.0-67.0","76135","20222214","common"
"2225.8000000715256","false","fever,headache","90","76,90","B","C","","","test","35","true","","categorize-html","108","1626189","0.0-6.0-69.0","76135","20222214","rare"
"768.0999999046326","false","headache","90","76,90","C","","","","test","36","true","","categorize-html","110","1628476","0.0-6.0-71.0","76135","20222214","rare"
"719.8999999761581","false","headache","90","76,90","C","","","","test","37","true","","categorize-html","112","1630712","0.0-6.0-73.0","76135","20222214","rare"
"640.8000000715256","false","headache","90","76,90","C","","","","test","38","true","","categorize-html","114","1632866","0.0-6.0-75.0","76135","20222214","rare"
"2149.399999976158","false","headache,fever","76","76,90","C","B","","","test","39","true","","categorize-html","116","1636531","0.0-6.0-77.0","76135","20222214","common"
"682.8000000715256","false","fever,headache","76","76,90","B","C","","","test","40","true","","categorize-html","118","1638743","0.0-6.0-79.0","76135","20222214","common"
"526.3999999761581","false","rash","90","76,90","A","","","","test","41","true","","categorize-html","120","1640798","0.0-6.0-81.0","76135","20222214","rare"
"1051.1000000238419","false","headache,rash","90","76,90","C","A","","","test","42","true","","categorize-html","122","1643370","0.0-6.0-83.0","76135","20222214","rare"
"1332.8999999761581","false","fever,rash","76","76,90","B","A","","","test","43","true","","categorize-html","124","1646227","0.0-6.0-85.0","76135","20222214","common"
"844.6999999284744","false","fever","76","76,90","B","","","","test","44","true","","categorize-html","126","1648594","0.0-6.0-87.0","76135","20222214","common"
"754.7999999523163","false","rash,headache","90","76,90","A","C","","","test","45","true","","categorize-html","128","1650860","0.0-6.0-89.0","76135","20222214","rare"
"742.5","false","rash","90","76,90","A","","","","test","46","true","","categorize-html","130","1653118","0.0-6.0-91.0","76135","20222214","rare"
"982.5","false","rash,fever","76","76,90","A","B","","","test","47","true","","categorize-html","132","1655617","0.0-6.0-93.0","76135","20222214","common"
"977.8000000715256","false","fever","76","76,90","B","","","","test","48","true","","categorize-html","134","1658116","0.0-6.0-95.0","76135","20222214","common"
"2587.899999976158","false","headache,fever","76","76,90","C","B","","","test","49","true","","categorize-html","137","1667939","0.0-6.0-98.0","76135","20222214","common"
"579.7999999523163","false","headache","90","76,90","C","","","","test","50","true","","categorize-html","139","1670048","0.0-6.0-100.0","76135","20222214","rare"
"655","false","fever","76","76,90","B","","","","test","51","true","","categorize-html","141","1672218","0.0-6.0-102.0","76135","20222214","common"
"1016.6000000238419","false","rash,fever","76","76,90","A","B","","","test","52","true","","categorize-html","143","1674752","0.0-6.0-104.0","76135","20222214","common"
"635.6000000238419","false","rash,headache","90","76,90","A","C","","","test","53","true","","categorize-html","145","1676915","0.0-6.0-106.0","76135","20222214","rare"
"684.6000000238419","false","fever,rash","76","76,90","B","A","","","test","54","true","","categorize-html","147","1679116","0.0-6.0-108.0","76135","20222214","common"
"513","false","rash","90","76,90","A","","","","test","55","true","","categorize-html","149","1681158","0.0-6.0-110.0","76135","20222214","rare"
"509.7999999523163","false","fever","76","76,90","B","","","","test","56","true","","categorize-html","151","1683185","0.0-6.0-112.0","76135","20222214","common"
"1436.8999999761581","false","fever,headache","76","76,90","B","C","","","test","57","true","","categorize-html","153","1686143","0.0-6.0-114.0","76135","20222214","common"
"732.5","false","headache","90","76,90","C","","","","test","58","true","","categorize-html","155","1688386","0.0-6.0-116.0","76135","20222214","rare"
"913.2999999523163","false","rash","76","76,90","A","","","","test","59","true","","categorize-html","157","1690829","0.0-6.0-118.0","76135","20222214","common"
"1619.4000000953674","false","headache,rash","90","76,90","C","A","","","test","60","true","","categorize-html","159","1693969","0.0-6.0-120.0","76135","20222214","rare"
"628.1999999284744","false","headache","90","76,90","C","","","","test","61","true","","categorize-html","161","1696119","0.0-6.0-122.0","76135","20222214","rare"
"975.1000000238419","false","headache,rash","90","76,90","C","A","","","test","62","true","","categorize-html","163","1698602","0.0-6.0-124.0","76135","20222214","rare"
"642.2000000476837","false","rash,headache","90","76,90","A","C","","","test","63","true","","categorize-html","165","1700758","0.0-6.0-126.0","76135","20222214","rare"
"595.2000000476837","false","fever,rash","76","76,90","B","A","","","test","64","true","","categorize-html","167","1702879","0.0-6.0-128.0","76135","20222214","common"
"1627.8000000715256","false","fever,headache","76","76,90","B","C","","","test","65","true","","categorize-html","169","1706028","0.0-6.0-130.0","76135","20222214","common"
"785.3999999761581","false","fever","76","76,90","B","","","","test","66","true","","categorize-html","171","1708334","0.0-6.0-132.0","76135","20222214","common"
"622","false","rash","76","76,90","A","","","","test","67","true","","categorize-html","173","1710471","0.0-6.0-134.0","76135","20222214","common"
"739.7000000476837","false","rash","76","76,90","A","","","","test","68","true","","categorize-html","175","1712742","0.0-6.0-136.0","76135","20222214","common"
"577.3000000715256","false","headache","90","76,90","C","","","","test","69","true","","categorize-html","177","1714828","0.0-6.0-138.0","76135","20222214","rare"
"1479.3000000715256","false","headache,fever","90","76,90","C","B","","","test","70","true","","categorize-html","179","1717816","0.0-6.0-140.0","76135","20222214","rare"
"1033.2999999523163","false","fever","76","76,90","B","","","","test","71","true","","categorize-html","181","1720370","0.0-6.0-142.0","76135","20222214","common"
"1080.1000000238419","false","rash,fever","90","76,90","A","B","","","test","72","true","","categorize-html","183","1722964","0.0-6.0-144.0","76135","20222214","rare"
"1397.3999999761581","false","rash,headache","90","76,90","A","C","","","test","73","true","","categorize-html","186","1729944","0.0-6.0-147.0","76135","20222214","rare"
"1290.7000000476837","false","rash","76","76,90","A","","","","test","74","true","","categorize-html","188","1732750","0.0-6.0-149.0","76135","20222214","common"
"660.2000000476837","false","fever","76","76,90","B","","","","test","75","true","","categorize-html","190","1734935","0.0-6.0-151.0","76135","20222214","common"
"1642.7999999523163","false","fever,headache","76","76,90","B","C","","","test","76","true","","categorize-html","192","1738098","0.0-6.0-153.0","76135","20222214","common"
"1534.7000000476837","false","fever,rash","76","76,90","B","A","","","test","77","true","","categorize-html","194","1741150","0.0-6.0-155.0","76135","20222214","common"
"486.39999997615814","false","fever","76","76,90","B","","","","test","78","true","","categorize-html","196","1743162","0.0-6.0-157.0","76135","20222214","common"
"995.6000000238419","false","rash","90","76,90","A","","","","test","79","true","","categorize-html","198","1745680","0.0-6.0-159.0","76135","20222214","rare"
"514.2999999523163","false","headache","90","76,90","C","","","","test","80","true","","categorize-html","200","1747709","0.0-6.0-161.0","76135","20222214","rare"
"3235.7000000476837","false","headache,fever","90","76,90","C","B","","","test","81","true","","categorize-html","202","1752459","0.0-6.0-163.0","76135","20222214","rare"
"1072.1000000238419","false","rash,fever","76","76,90","A","B","","","test","82","true","","categorize-html","204","1755038","0.0-6.0-165.0","76135","20222214","common"
"606.7000000476837","false","headache","90","76,90","C","","","","test","83","true","","categorize-html","206","1757157","0.0-6.0-167.0","76135","20222214","rare"
"2018.8999999761581","false","headache,rash","90","76,90","C","A","","","test","84","true","","categorize-html","208","1760692","0.0-6.0-169.0","76135","20222214","rare"
"957.6999999284744","false","rash,headache","90","76,90","A","C","","","test","85","true","","categorize-html","210","1763159","0.0-6.0-171.0","76135","20222214","rare"
"1094","false","fever","76","76,90","B","","","","test","86","true","","categorize-html","212","1765780","0.0-6.0-173.0","76135","20222214","common"
"801.8999999761581","false","headache","90","76,90","C","","","","test","87","true","","categorize-html","214","1768099","0.0-6.0-175.0","76135","20222214","rare"
"1973.7000000476837","false","fever,headache","90","76,90","B","C","","","test","88","true","","categorize-html","216","1771587","0.0-6.0-177.0","76135","20222214","rare"
"727.6000000238419","false","headache,fever","90","76,90","C","B","","","test","89","true","","categorize-html","218","1773839","0.0-6.0-179.0","76135","20222214","rare"
