"rt","correct","stimulus","key_press","keys","symptom1","symptom2","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"3935.0000000000146","false","rash,headache","32","76,90","A","B","76","common","training","1","true","1","categorize-html","4","119265","0.0-4.0-0.0","75373","20222214","none"
"4428","false","rash,fever","32","76,90","A","C","90","rare","training","2","true","1","categorize-html","6","124699","0.0-4.0-2.0","75373","20222214","none"
"4245.999999999985","false","fever,rash","32","76,90","C","A","90","rare","training","3","true","1","categorize-html","8","129951","0.0-4.0-4.0","75373","20222214","none"
"2959.999999999971","false","headache,rash","32","76,90","B","A","76","common","training","4","true","1","categorize-html","10","133916","0.0-4.0-6.0","75373","20222214","none"
"2439","false","headache,rash","32","76,90","B","A","76","common","training","5","true","1","categorize-html","12","137360","0.0-4.0-8.0","75373","20222214","none"
"3954","false","rash,headache","32","76,90","A","B","76","common","training","6","true","1","categorize-html","14","142318","0.0-4.0-10.0","75373","20222214","none"
"4236","false","headache,rash","32","76,90","B","A","76","common","training","7","true","1","categorize-html","16","147559","0.0-4.0-12.0","75373","20222214","none"
"2775","false","rash,headache","32","76,90","A","B","76","common","training","8","true","1","categorize-html","18","151338","0.0-4.0-14.0","75373","20222214","none"
"null","false","headache,rash","null","76,90","B","A","76","common","training","9","true","2","categorize-html","21","161610","0.0-4.0-17.0","75373","20222214","none"
"2510","false","rash,headache","32","76,90","A","B","76","common","training","10","true","2","categorize-html","23","165125","0.0-4.0-19.0","75373","20222214","none"
"3303","false","rash,headache","32","76,90","A","B","76","common","training","11","true","2","categorize-html","25","169433","0.0-4.0-21.0","75373","20222214","none"
"1553.000000000029","false","rash,headache","32","76,90","A","B","76","common","training","12","true","2","categorize-html","27","171991","0.0-4.0-23.0","75373","20222214","none"
"1898","false","headache,rash","32","76,90","B","A","76","common","training","13","true","2","categorize-html","29","174894","0.0-4.0-25.0","75373","20222214","none"
"2174","false","headache,rash","32","76,90","B","A","76","common","training","14","true","2","categorize-html","31","178073","0.0-4.0-27.0","75373","20222214","none"
