"rt","correct","stimulus","key_press","keys","symptom1","symptom2","key","category","phase","trial","include","block","trial_type","trial_index","time_elapsed","internal_node_id","ppt","session","abresp"
"4909","false","fever,headache","32","76,90","B","A","76","common","training","1","true","1","categorize-html","4","51936","0.0-4.0-0.0","75742","20222216","none"
"2430","false","fever,headache","32","76,90","B","A","76","common","training","2","true","1","categorize-html","6","55371","0.0-4.0-2.0","75742","20222216","none"
"4658","false","rash,headache","32","76,90","C","A","90","rare","training","3","true","1","categorize-html","8","61033","0.0-4.0-4.0","75742","20222216","none"
"1596.0000000000073","false","fever,headache","32","76,90","B","A","76","common","training","4","true","1","categorize-html","10","63635","0.0-4.0-6.0","75742","20222216","none"
"1511","false","headache,fever","32","76,90","A","B","76","common","training","5","true","1","categorize-html","12","66151","0.0-4.0-8.0","75742","20222216","none"
"1234","false","headache,rash","32","76,90","A","C","90","rare","training","6","true","1","categorize-html","14","68391","0.0-4.0-10.0","75742","20222216","none"
"920.0000000000146","false","headache,fever","32","76,90","A","B","76","common","training","7","true","1","categorize-html","16","70316","0.0-4.0-12.0","75742","20222216","none"
"1161","false","headache,fever","32","76,90","A","B","76","common","training","8","true","1","categorize-html","18","72483","0.0-4.0-14.0","75742","20222216","none"
"4007","false","headache,rash","32","76,90","A","C","90","rare","training","9","true","2","categorize-html","21","84031","0.0-4.0-17.0","75742","20222216","none"
"1853","false","fever,headache","32","76,90","B","A","76","common","training","10","true","2","categorize-html","23","86889","0.0-4.0-19.0","75742","20222216","none"
"1434.0000000000146","false","headache,fever","32","76,90","A","B","76","common","training","11","true","2","categorize-html","25","89328","0.0-4.0-21.0","75742","20222216","none"
"862","false","headache,fever","32","76,90","A","B","76","common","training","12","true","2","categorize-html","27","91195","0.0-4.0-23.0","75742","20222216","none"
"843.9999999999854","false","headache,fever","32","76,90","A","B","76","common","training","13","true","2","categorize-html","29","93044","0.0-4.0-25.0","75742","20222216","none"
"1364","false","fever,headache","32","76,90","B","A","76","common","training","14","true","2","categorize-html","31","95413","0.0-4.0-27.0","75742","20222216","none"
"3216","false","fever,headache","32","76,90","B","A","76","common","training","15","true","2","categorize-html","33","99634","0.0-4.0-29.0","75742","20222216","none"
"860","false","rash,headache","32","76,90","C","A","90","rare","training","16","true","2","categorize-html","35","101499","0.0-4.0-31.0","75742","20222216","none"
"2555","false","fever,headache","32","76,90","B","A","76","common","training","17","true","3","categorize-html","38","113681","0.0-4.0-34.0","75742","20222216","none"
"1412.9999999999854","false","headache,fever","32","76,90","A","B","76","common","training","18","true","3","categorize-html","40","116100","0.0-4.0-36.0","75742","20222216","none"
"1863","false","headache,fever","32","76,90","A","B","76","common","training","19","true","3","categorize-html","42","118970","0.0-4.0-38.0","75742","20222216","none"
"1049.9999999999854","false","headache,fever","32","76,90","A","B","76","common","training","20","true","3","categorize-html","44","121025","0.0-4.0-40.0","75742","20222216","none"
"1402","false","fever,headache","32","76,90","B","A","76","common","training","21","true","3","categorize-html","46","123432","0.0-4.0-42.0","75742","20222216","none"
"750.9999999999854","false","fever,headache","32","76,90","B","A","76","common","training","22","true","3","categorize-html","48","125186","0.0-4.0-44.0","75742","20222216","none"
"1034.0000000000146","false","rash,headache","32","76,90","C","A","90","rare","training","23","true","3","categorize-html","50","127225","0.0-4.0-46.0","75742","20222216","none"
